"screen_name","text"
"ForemanRoberts","Our team work across a wide variety of interesting sectors.

Listen to Mike Gregory, our Operations Director and Hotel and Resorts sector leader, talk a little about some of his favourite projects he's led the Foreman Roberts team on: https://t.co/fsMe5uriug

#MediaMonday"
"BespokeCareers","From a historic prison to the latest @nomadgoods hotel - take a look at @EPRArchitects transformation of the 18th-century prison to luxury hotel in London's #CoventGarden here: https://t.co/GMRfWEnuY1 - via @dezeen"
"MyWatering","Holly Jolly Christmas at West Port Hotel #Christmas #mywateringhole @Stonegate_Group https://t.co/ISlcg7WcAm"
"INTERLOUDZ","hold on, did i just realize that he was wearing a black t-shirt and not naked? after all whos gonna bring the plushies when theyre gonna having seggs at the hotel? all i see he just sleeps peacefully on the mf sofa FR https://t.co/oY9pjFkSCL"
"bodrum_business","Search for cheap bodrum turkey hotel reservations
https://t.co/wxiU9u3v88"
"bldnews","Burney Group to open new hotel by @IpswichTown's Portman Road  https://t.co/GgFnR9pCWf https://t.co/rYHzIlhbzH"
"AMann99396281","@TravelCTM_UK,
Why are there no quarantine hotel rooms available?
#OmicronVariant #quarantineHotels https://t.co/1gwIeHY3lM"
"phx787","Yikes. Hope America doesnâ€™t conform a case for a while cuz I cannot afford the hotel quarantine. All my work stuff is in my apartment. https://t.co/pBg8azv8PG"
"HoodHoody2","@ReutersSports Just giving Jose some time to find a proper hotel in which to live."
"shwethaks263","@CRED_support Used cred booking to reserve a hotel and I was asked to pay additional amount as the selected room was unavailable on a given date.
Later I was told the room is unavailable .Hence I requested cancellation. I want to know the status other than will resolve in 72 hrs"
"Watchinga","Australian woman set fire to COVID-19 quarantine hotel, police say https://t.co/hymSURNBuF #trending"
"NatalieCousins_","In 1996, Microsoft established Expedia, one of the world's first online travel agencies. Suddenly, people who had been using the World Wide Web for email and chat rooms also could use it to make air, car and hotel reservations. It s https://t.co/BpaO6ggtTc https://t.co/u4IUa0GpeM"
"ouchkabbible","@AndrewEwart_ Thank you so much for performing for us today at The Londoner Hotel, you were AMAZING <U+0001F44F>"
"ReconnectAust","""I am a bit worried about people that are in Australia at the moment that are not in hotel quarantine"" @AnnastaciaMP 

Un-bloody-believable. https://t.co/ECKlWDdKT7"
"IOLTravel","LOOK: Inside The Capital Mbombela, SA's new R205m hotel https://t.co/mW909vLNoX"
"airlivenet","A couple has been arrested in Netherlands after escaping COVID hotel quarantine https://t.co/2Kk998fzwT"
"copesjk","@sth7UFZVO8s71ke @PatriciaDeLille @DepartmentPWI A nice way to go on a short holiday<U+0001F923>, how long does it take to look at a billboard <U+0001F914> but the highlight probably would be where to lunch and which hotel to sleep over and a nice dining place in Town<U+0001F926>please put shoulder to the wheel and start campaigning; don't wait on elections"
"_nishahere","Loll itâ€™s the fact the hotel manager remembers me by name for me.."
"AnantikaMehra","@cowbai Just this hotel, apparently"
"prajwalprasadh","#Britain has barred entry to non-residents from 10 southern African states, and #British and #Irish residents arriving from those countries must quarantine in a government-approved hotel for 10 days."
"todayisryu","i heard hotel del luna"
"yrcrrn","what did she say about hotel del luna"
"ConorCassidy5","@GuinnessIreland in Dunboyne Castle Hotel &amp; Spa yesterday, poor quality https://t.co/BJqVPE2XnV"
"KeithH6910","US bids farewell to Trump hotel that offered luxury and access https://t.co/u7ggOciYgO"
"GhostsofDC","This is an aerial image of the Willard Hotel undergoing major renovations in the 1980s. | #ReRun posted 1/25/18 https://t.co/qGtC1DVLGS https://t.co/H9Olvxplpr"
"CrownePlazaBH","Our Biggest Member Event is on! For 2 days only, 3X is 5X points and we've got big savings with 25% off Points &amp; Cash or up to 25% off with Advance Saver rate just for your year end travel plans.Â 
Visit: https://t.co/Lh1SZIUlmv
#IHGCyberSale #IHGRewards #YearEndBreaks https://t.co/pOaXP0QCwr"
"XDubai83219414","Massage dubai jumeirah
Massage in hotel
Massage in rights<U+0001F929><U+0001F60D>
Whatsap:+971 0582508055
Massage difc dubai
#dubai #massage #chatting
Massage places in Dubai https://t.co/JP27CYDFCQ"
"_qbhatti","Nushrratt Bharuccha on experiencing the paranormal: I ran for my life and exited the hotel in 30 seconds: Nushrratt Bharuccha is garnering a buzz with her horror-flick â€˜Chhoriiâ€™ that premiered on an OTT platform. Touted to be a different take onâ€¦ https://t.co/0mj7KpWMg8"
"_qbhatti","Nushrratt on experiencing the paranormal: Nushrratt Bharuccha is garnering a buzz with her horror-flick â€˜Chhoriiâ€™ that premiered on an OTT platform. Touted to be a different take on mainstream Bollywood scare affairs, the actress herself believes in theâ€¦ https://t.co/JWheMHwqkN"
"torinoracky","Resilient hotel industry properties, professionals named inspiring Virtus Awardees https://t.co/iFfLQAkbJl https://t.co/7OyYDFniEF"
"BusinessConne16","AlmanzoBarreto who has experience in hotel #management for more than a decade, and his brother, Alain Barreto having an exceptional knowledge of the #travel industry- are two founders of @Grandedegoa . 

Read Full Article Here:
https://t.co/7vUsQXF5Rn"
"Ibiza76","@Traxxtra Probably nothing. From the moment theyâ€™re welcomed here as border force escort them up that gantry to the luxury of a 4*Hotel, clothed, fed, taxied to appointments, roaming around as they please to spend their Â£40 pocket money, theyâ€™ll carry on coming to scrounge off this Country"
"tpenghui","""A new LEGO Architecture set has been revealed as a Singapore skyline recreation featuring icons such as the Marina Bay Sands hotel"" https://t.co/SqLrRQxN85"
"adorkablyRini","(It was $180 cheaper for me to fly out tomorrow instead of today.. and after the hotel for one night, still $120 cheaper. So yeah. Solo Springs day for me.)"
"adorkablyRini","Wes and Dylan head back today. Iâ€™ve got 5 hours between checkout at our shared hotel until I can check-in at my solo hotel. 

Looks like I will be finding a space to relax with my book and some streams at Disney Springs today."
"TeamOctara","Octara â€“ A TCS Company is hosting full-day workshop: Emotional Intelligence for HR Leaders led by John Bentley - CertifiÂ­ed EQ Practitioner &amp; Leadership Consultant.

Would you like to attend?
WHEN: December 8, 2021 at Marriott Hotel, Karachi

...only from @TeamOctara !!!! https://t.co/i2lehklvbz"
"FACTMagazineME","How many of these will you complete over the long weekend? https://t.co/uHjeicS9Uy"
"BestDesignIdea","Casas del XVI: Hotel In Early ... - https://t.co/IjoOLm3uyp - #Interior #Design #Apartments-Design-Ideas https://t.co/KJj7WtbU3B"
"fredwalton216","4) Dutch police have arrested a married couple who fled a quarantine hotel to get a flight out of the country, despite at least one of them testing positive for Covid on arrival in the Netherlands from South Africa;"
"gordon_tony","@dianebutler95 Being transferred from the airport to the hotel I saw a shop that you and @juliag66 would love <U+0001F602>"
"drudgereportapp","Dutch police arrest couple 'fleeing' Covid hotel... https://t.co/WSLZSvYwBx #drudge"
"HertsMercury","Evacuated Afghan, who is now staying with his wife and son in a Watford hotel with around 200 other evacuated Afghans, will â€˜surrender to Talibanâ€™ if UK can't save his family
https://t.co/8NHjczTb0Q"
"choosethemoon","Casas da Lapa - Nature &amp; Spa Hotel
The spa Casas da Lapa has an indoor pool, therapies are personalized with endogenous essential oils in a relaxing environment in perfect harmony with nature!
@choosethemoon
@casasdalapa #choosethemoon #casasdalapa https://t.co/0Xq119gMip https://t.co/9RR3YHjHRZ"
"glasstkk","I was going to diet and pass on the chicken

But i had no choice bcoz they had chicken in thr hotel

â€”Kim Taehyung 281121"
"galwayad","#OLDGALWAY 
In last week's Old Galway, Tom studies photos of the Brown Doorway thats currently in #EyreSquare and look back at @the_hardiman's  history.
Available on Advertiser Podcasts <U+0001F3A4>
#galwayhistory #irishhistory #thehardiman
https://t.co/LE5M891Be7"
"DublinIsDying","*BREAKING NEWS* 

Planning permission has been REJECTED!!! <U+0001F64C> 

Dublin City Council have made the decision to reject the plans to build a hotel on top of the Cobblestone <U+0001F938><U+200D><U+2642><U+FE0F> 

#SaveTheCobblestone https://t.co/NTEt9TP5oc"
"Audreyloky","Not  perfect but  jus  enough...
Gdafterlunch @lagrande hotel...
Wea a u hvng  yoz 4rm https://t.co/nuC2Ftc0ch"
"ui9n7","LETâ€™S MANGE A RESORT TOGETHER! https://t.co/07FCqZFAQV"
"lobo_sunita","@resh1978 @makemytripcare @MNCDFbombay Ideally the hotel should be delisted after proper investigation.  @makemytrip"
"SandyLaneHotel","Our haven of tranquility awaits. Visit https://t.co/DHFO45vK4b for our 2022 offers and packages. https://t.co/iKVFvD3bo8"
"b0bmckay","@Northpowergrid Power outages were beyond your control but realistic estimates for restoration ARE.  I've been told for 3 days it will be fixed in 12 hours.  I'll book a hotel for me and my kids if its going to be longer.  Lack of accurate informaiton means we can't manage the situation."
"b0bmckay","@carryonkeith Same, #NorthernPowerGrid just keep shifting the restoration time to 12 hours from update.  No power for 3 days, 2 freezing kids and I don't know if I should be getting ready for power restoration or booking a hotel for the next few days."
"humzahtheshaikh","Hey, check out this NFT drop, you can whitelist here now: Bit Hotel - $5000 Token, Cash &amp; NFT Giveaway https://t.co/z6wp2WydKA"
"MAXIMOFFFILMS","@sophiasusel IT WASNT NEED THE HOTEL WE HAD BEEN WALKING BACK FROM TIME SQUARE"
"OnPointPropert5","Choosing Serviced Apartments can be a great way to reduce your business' travel accommodation costs!

Enjoy the luxury of a hotel with the space of your own home.

Take a look <U+2935><U+FE0F>
https://t.co/pkTAAuYDBw 

#OnPoint
#accommodation
#Travel
#vacation 
#Holidayweekend https://t.co/mhmRzNU1LU"
"ComfortInnStJay","Our Cyber Monday deal is HERE! Show your ski ticket and receive 30% off when you stay between January 1 and March 31. Offer valid until 12/5. Book now!
https://t.co/c8ufhxJosi https://t.co/rl8oSMnl0n"
"SheratonTampa","LAST DAY: Don't miss our holiday flash sale! Stay between November 24 and January 17 and earn 25% on Thursday-Sunday stays for Marriott Bonvoy members and get 20% off Wednesday-Sunday stays for non-members. Hurry! Offer valid through 11/29. https://t.co/EfJObSGquY https://t.co/1Xd1WozvYy"
"HotelTybee","Our Cyber Monday sale is on! Stay at Hotel Tybee from January 1 - March 31 and save! Book one night between Saturday and Wednesday and get the second night 50% off. Book now at https://t.co/mlSmvTutaK with promo code CYBMON2021. Hurry! Offer is only valid through 12/3. https://t.co/er4jwgRza4"
"5foottraveler","Kastalia Boutique HotelReview (Delphi) https://t.co/CqOWelLSUy #greece"
"mccainin4","@ChangingWindsMO @Uwantmyadvice @Reuters I wonder if #ForcedIsolation â€¦

â€¦ is more expensive than a two-week hotel stay."
"ChrisTheDJ","Looking increasingly shaky for the rest of the series. Not sure they can put the campmates back in after days in their hotel and expect the same results. 

https://t.co/9puHZlx73H"
"MeliaCuba","We are still in #BlackFriday mood! Get our one-day extended discount for #CyberMonday<U+0001F449><U+0001F449><U+0001F449>https://t.co/g9jHi2b0eb https://t.co/JDP7aj3cIU"
"BMNM_Research","Certificate of Excellence - interesting way of cooperation between TripAdvisor and hotel partners in the B2B market on the social network Twitter

#teamfrosty https://t.co/ZF6crkee1O"
"polguru_","Great news that Dublin City Council has rejected the proposal for a new hotel to be built where the Cobblestone pub is. We need to invest our money into the arts and culture of Dublin City."
"AMcMillanPoet","really enjoying the glass hotel, by Emily St.John Mandel-fascinating on what we see,what is hidden,how much of our lives are collaged from our own histories,how much is inevitable. I was one of those who went to Station Eleven in first months of Covid,&amp; highly recommend this too https://t.co/ROPjszqq8i"
"ramprecor","Dutch police have arrested a married couple who fled a quarantine hotel to get a flight out of the country, despite at least one of them testing positive for Covid on arrival in the Netherlands from South Africa, where the new Omicron variant was first identified."
"jellyfitzjelly","@hubrisonice baes be like ""come over"" but won't pay me a plane ticket and a five stars hotel <U+0001F614><U+0001F614><U+0001F614>"
"jd_tokyo","@ninja_padrino No, I meant days in the hotel. Everyone is 14 days now but some have to spend 3/6/10 in a government hotel whereas others just do 14 at home"
"jd_tokyo","@ninja_padrino It is also not clear how they are deciding between 3, 6 and 10 days in the hotel for countries where Omicron has been found"
"CTVWindsor","Windsor police officers along with the forensic unit are on the scene of an active investigation at the Lexington Hotel in Windsor.  https://t.co/NWphvUnBBd"
"Macon_Marriott","LAST DAY TO BOOK: Don't miss our holiday flash sale! Stay between November 24 and January 17 and earn 25% on Thursday-Sunday stays for Marriott Bonvoy members and take 20% off Wednesday-Sunday stays for non-members. Hurry! Offer expires TODAY. Book now!
https://t.co/RrulcEMyF5 https://t.co/jBuesSerIp"
"almyra_hotel","Sunset swim anyone?

A gorgeous shot of our recent guest @abif95 soaking up the final rays of sun.

https://t.co/jwgn6WVPdv

#Cyprus #Sunset https://t.co/k45Rvujs0y"
